Nrpk;Year;Date;Releve_area;Polig_nr;Manag_impact;Nr_4digitcode;Approach;Uniq_no;Uniq_Rprog;Unipntno;Eksp_spp;Eksp_group;Mont_pnt;Eksp_str;Address;Rel_type;Status;Usage;Ul_mown;Ul_graz;Ul_aftmh;Ul_strgraz;Exp_opin;Statuslet;Luordap;Shr_score;Litt_score;Sur_score;Mos_score;Exp_score;Swrd_score;Pastr_scor;Imp_score;Str_score;Spp_scortotal;Spp_score50;Totl_score;Gr_qualit_exp;Aegoppod;Alopepra;Anthrsyl;Calamepi;Cirsiarv;Chaeraro;Dactyglo;Elytrrep;Filipulm;Heracsos;Loliuper;Lupinpol;Ranunrep;Solidcan;Taraxoff;Trifohyb;Trifomed;Agrimonia eupatoria ;Alchemilla vulgaris ;Briza media ;Campanula spp.;Carex panicea;Carlina vulgaris;Centaurea spp.;Cirsium heterophyllum;Cirsium oleraceum;Dactylorhiza spp.;Dianthus deltoides;Fragaria spp.;Galium boreale;Galium spp.;Galium verum;Geranium spp. ;Geum spp.;Hypericum spp.;Inula salicina;Knautia arvensis;Lathyrus spp., Lotus spp.;Leontodon hispidus/danubialis;Leucanthemum vulgare;Listera ovata;Lychnis flos-cuculi;Lythrum salicaria;Medicago lupulina;Melampyrum spp.;Pilosella, Hieracium species ;Pimpinella saxifraga;Plantago media;Platanthera spp.;Polygala spp.;Potentilla argentea ;Potentilla erecta;Primula veris ;Rhinanthus spp.;Scirpus sylvaticus;Sedum acre;Solidago virgaurea;Succisa pratensis;Thalictrum spp.;Thymus spp. ;Tragopogon pratensis;Trifolium dzelteniem z.;Trifolium montanum;Trollius europaeus;Valeriana officinalis;Veronica longifolia;Viscaria vulgaris 
2595;2024;20240619;12.6;6389_5;partly;6389;rez;24_6389_5_b;24_6389_5;24_6389_5_b_4;J_Saulitis;Saulitis;4;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;31.5;31.5;56.5;average;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0
2596;2024;20240619;12.6;6389_5;partly;6389;rez;24_6389_5_b;24_6389_5;24_6389_5_b_5;J_Saulitis;Saulitis;5;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;31.5;31.5;56.5;average;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2597;2024;20240619;12.6;6389_5;partly;6389;rez;24_6389_5_b;24_6389_5;24_6389_5_b_6;J_Saulitis;Saulitis;6;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;31.5;31.5;56.5;average;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2598;2024;20240619;12.6;6389_5;partly;6389;rez;24_6389_5_b;24_6389_5;24_6389_5_b_7;J_Saulitis;Saulitis;7;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;31.5;31.5;56.5;average;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2599;2024;20240619;12.6;6389_5;partly;6389;rez;24_6389_5_b;24_6389_5;24_6389_5_b_8;J_Saulitis;Saulitis;8;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;31.5;31.5;56.5;average;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2600;2024;20240619;12.6;6389_5;partly;6389;rez;24_6389_5_b;24_6389_5;24_6389_5_b_9;J_Saulitis;Saulitis;9;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;31.5;31.5;56.5;average;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13942;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_1;S. Rûsiòa;S. Rûsiòa;1;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
13943;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_10;S. Rûsiòa;S. Rûsiòa;10;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13944;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_2;S. Rûsiòa;S. Rûsiòa;2;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
13945;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_3;S. Rûsiòa;S. Rûsiòa;3;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
13946;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_4;S. Rûsiòa;S. Rûsiòa;4;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;2;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13947;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_5;S. Rûsiòa;S. Rûsiòa;5;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13948;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_6;S. Rûsiòa;S. Rûsiòa;6;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13949;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_7;S. Rûsiòa;S. Rûsiòa;7;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;2;0;0;1;0;0;0;1;0;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
13950;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_8;S. Rûsiòa;S. Rûsiòa;8;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13951;2025;20250615;12.6;6776_4A;partly;6776;rez;25_6776_4A_b;25_6776_4A;25_6776_4A_b_9;S. Rûsiòa;S. Rûsiòa;9;S. Rûsiòa;Ossi;basic_ZP;Participant;meadow;no;no;no;;exp_good;s;LU;10;0;0;0;0;0;15;0;10;46.5;46.5;57;average;3;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2601;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_1;J_Saulitis;Saulitis;1;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;1;0;0;2;0;1;0;0;0;0;1;0;2;1;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
2602;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_10;J_Saulitis;Saulitis;10;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2603;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_2;J_Saulitis;Saulitis;2;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2604;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_3;J_Saulitis;Saulitis;3;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2605;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_4;J_Saulitis;Saulitis;4;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2606;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_5;J_Saulitis;Saulitis;5;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2607;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_6;J_Saulitis;Saulitis;6;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2608;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_7;J_Saulitis;Saulitis;7;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;2;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2609;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_8;J_Saulitis;Saulitis;8;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2610;2024;20240619;12.6;6389_6;partly;6389;rez;24_6389_6_b;24_6389_6;24_6389_6_b_9;J_Saulitis;Saulitis;9;J_Saulitis;Atenas;basic_ZP;Participant;pasture;no;no;no;na;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;32;32;57;average;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4501;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_1;F_Bernert;interni;1;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4502;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_10;F_Bernert;interni;10;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
4503;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_2;F_Bernert;interni;2;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4504;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_3;F_Bernert;interni;3;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
4505;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_4;F_Bernert;interni;4;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4506;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_5;F_Bernert;interni;5;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;1;0;0;0;2;1;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4507;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_6;F_Bernert;interni;6;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4508;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_7;F_Bernert;interni;7;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4509;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_8;F_Bernert;interni;8;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4510;2024;20240612;12.6;6967_2;partly;6967;rez;24_6967_2_b;24_6967_2;24_6967_2_b_9;F_Bernert;interni;9;M_Udre;Raimonds_Ramutis;basic_ZP;Participant;pasture;no;yes;no;na;exp_excellent;s;LU;10;0;-5;0;10;0;5;0;20;37;37;57;average;1;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12822;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_1;J.Saulîtis;J.Saulîtis;1;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
12823;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_10;J.Saulîtis;J.Saulîtis;10;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12824;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_2;J.Saulîtis;J.Saulîtis;2;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
12825;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_3;J.Saulîtis;J.Saulîtis;3;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
12826;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_4;J.Saulîtis;J.Saulîtis;4;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12827;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_5;J.Saulîtis;J.Saulîtis;5;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12828;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_6;J.Saulîtis;J.Saulîtis;6;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12829;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_7;J.Saulîtis;J.Saulîtis;7;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12830;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_8;J.Saulîtis;J.Saulîtis;8;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12831;2025;20250625;12.6;6389_4;partly;6389;rez;25_6389_4_b;25_6389_4;25_6389_4_b_9;J.Saulîtis;J.Saulîtis;9;J.Saulîtis;Atenas;basic_ZP;Participant;pasture;no;no;no;;exp_average;s;DAP;5;5;0;0;0;0;15;0;25;34;34;59;average;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;2;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
